PLAYER_WIN,PLAYER_LOSE,SCORE,EVENT,DATE,CHARACTERS_WIN,CHARACTERS_LOSE,VOD_LINK
GI0GOAT,Kirbo,2-0,Out_of_the_Blue/1,2023-04-22,,,
Nerdy,Opus,2-1,Out_of_the_Blue/1,2023-04-22,,,
Vorporal,S0UTHV13W,2-0,Out_of_the_Blue/1,2023-04-22,,,
Phoenix (Melee player),Kirbo,2-0,Out_of_the_Blue/1,2023-04-22,,,
Fiveman1,Marcato,2-0,Out_of_the_Blue/1,2023-04-22,,,
GI0GOAT,Nerdy,2-0,Out_of_the_Blue/1,2023-04-22,,,
Vorporal,Opus,2-0,Out_of_the_Blue/1,2023-04-22,,,
Marcato,Kirbo,2-0,Out_of_the_Blue/1,2023-04-22,,,
Phoenix (Melee player),Nerdy,2-0,Out_of_the_Blue/1,2023-04-22,,,
Fiveman1,S0UTHV13W,2-0,Out_of_the_Blue/1,2023-04-22,,,
GI0GOAT,Opus,2-0,Out_of_the_Blue/1,2023-04-22,,,
Matricies,Vampa,0-0,Out_of_the_Blue/1,2023-04-22,,,
Acorn,Erik,2-0,Out_of_the_Blue/1,2023-04-22,,,
Arpeggi,Goose447,2-0,Out_of_the_Blue/1,2023-04-22,,,
Lexi!,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Knubs.,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Erik,2-0,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,Acorn,2-0,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Arpeggi,2-0,Out_of_the_Blue/1,2023-04-22,,,
Rayboyp,Goose447,2-0,Out_of_the_Blue/1,2023-04-22,,,
Rayboyp,Acorn,2-0,Out_of_the_Blue/1,2023-04-22,,,
Goose447,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Erik,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kaiser,EZLO,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Grab2Win,2-0,Out_of_the_Blue/1,2023-04-22,,,
Rayboyp,Knubs.,2-1,Out_of_the_Blue/1,2023-04-22,,,
Acorn,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Rayboyp,2-0,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
Erik,Goose447,2-0,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,Goose447,2-0,Out_of_the_Blue/1,2023-04-22,,,
Erik,Arpeggi,2-1,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Acorn,2-0,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Rayboyp,2-1,Out_of_the_Blue/1,2023-04-22,,,
Erik,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
Acorn,Goose447,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Arpeggi,2-0,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Knubs.,2-1,Out_of_the_Blue/1,2023-04-22,,,
Rayboyp,Erik,2-0,Out_of_the_Blue/1,2023-04-22,,,
Arpeggi,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Goose447,2-0,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,Erik,2-0,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Acorn,2-0,Out_of_the_Blue/1,2023-04-22,,,
Rayboyp,Arpeggi,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
Marcato,Opus,2-0,Out_of_the_Blue/1,2023-04-22,,,
Acorn,Arpeggi,2-0,Out_of_the_Blue/1,2023-04-22,,,
Unsure,EZLO,2-0,Out_of_the_Blue/1,2023-04-22,,,
SBDV,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kaiser,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,Unsure,2-0,Out_of_the_Blue/1,2023-04-22,,,
THR33EXOH,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
EZLO,Ex,2-0,Out_of_the_Blue/1,2023-04-22,,,
Unsure,Kaiser,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,SBDV,2-0,Out_of_the_Blue/1,2023-04-22,,,
SBDV,Lexi!,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,Kaiser,2-0,Out_of_the_Blue/1,2023-04-22,,,
EZLO,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
Unsure,Ex,2-0,Out_of_the_Blue/1,2023-04-22,,,
Unsure,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
SBDV,THR33EXOH,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kaiser,Ex,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,Lexi!,2-0,Out_of_the_Blue/1,2023-04-22,,,
SBDV,EZLO,2-1,Out_of_the_Blue/1,2023-04-22,,,
Lexi!,THR33EXOH,2-1,Out_of_the_Blue/1,2023-04-22,,,
Kaiser,THR33EXOH,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,Ex,2-0,Out_of_the_Blue/1,2023-04-22,,,
Unsure,SBDV,2-0,Out_of_the_Blue/1,2023-04-22,,,
Lexi!,EZLO,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ex,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,THR33EXOH,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kaiser,SBDV,2-1,Out_of_the_Blue/1,2023-04-22,,,
Unsure,Lexi!,2-0,Out_of_the_Blue/1,2023-04-22,,,
EZLO,THR33EXOH,2-1,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,Penguinobeano,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kaiser,Lexi!,2-0,Out_of_the_Blue/1,2023-04-22,,,
SBDV,Ex,2-0,Out_of_the_Blue/1,2023-04-22,,,
Unsure,THR33EXOH,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,EZLO,2-0,Out_of_the_Blue/1,2023-04-22,,,
Lexi!,Ex,2-0,Out_of_the_Blue/1,2023-04-22,,,
GI0GOAT,Phoenix (Melee player),2-0,Out_of_the_Blue/1,2023-04-22,,,
Mekk,Q?,3-2,Out_of_the_Blue/1,2023-04-22,,,
Nerdy,S0UTHV13W,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ferrety,Larfen,2-1,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Fiveman1,2-1,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Fire,2-0,Out_of_the_Blue/1,2023-04-22,,,
Freky,Olivia :3,2-0,Out_of_the_Blue/1,2023-04-22,,,
LanTurN,McDunzo,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ellis,Rayboyp,2-1,Out_of_the_Blue/1,2023-04-22,,,
Killablue,Nox,2-0,Out_of_the_Blue/1,2023-04-22,,,
DannyPhantom,Macdaddy69,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Smashdaddy,3-0,Out_of_the_Blue/1,2023-04-22,Falco,Fox,
Kumi,Ferocitii,2-0,Out_of_the_Blue/1,2023-04-22,,,
Lexor,Unsure,2-1,Out_of_the_Blue/1,2023-04-22,,,
Sp1nda,Kadence,2-0,Out_of_the_Blue/1,2023-04-22,,,
SlickSiwik,Fry,2-1,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,Wormynugget,2-0,Out_of_the_Blue/1,2023-04-22,,,
JSP,Taza,2-0,Out_of_the_Blue/1,2023-04-22,,,
Forest,Rocks,2-0,Out_of_the_Blue/1,2023-04-22,,,
Lovestory4a,Peanutphobia,2-0,Out_of_the_Blue/1,2023-04-22,,,
Taza,Mrs. Puff,2-0,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,Kaiser,2-0,Out_of_the_Blue/1,2023-04-22,,,
Fry,Stump,2-1,Out_of_the_Blue/1,2023-04-22,,,
Kadence,Casual,2-1,Out_of_the_Blue/1,2023-04-22,,,
Lexor,Banger,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ferocitii,Phoenix,2-0,Out_of_the_Blue/1,2023-04-22,,,
Macdaddy69,Surskim,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ferrety,DevDogg,2-1,Out_of_the_Blue/1,2023-04-22,Sheik,Luigi,
Nox,Parzival,2-0,Out_of_the_Blue/1,2023-04-22,,,
Rayboyp,SBDV,2-0,Out_of_the_Blue/1,2023-04-22,,,
LanTurN,Underscore,2-1,Out_of_the_Blue/1,2023-04-22,,,
Freky,Fasthands,2-0,Out_of_the_Blue/1,2023-04-22,,,
Fire,Umma,2-1,Out_of_the_Blue/1,2023-04-22,,,
Fiveman1,FeelinGood,2-0,Out_of_the_Blue/1,2023-04-22,,,
Forest,Kibby,2-1,Out_of_the_Blue/1,2023-04-22,,,
Lovestory4a,Seal,2-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Forest,2-0,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Freky,2-0,Out_of_the_Blue/1,2023-04-22,,,
DannyPhantom,Lexor,3-1,Out_of_the_Blue/1,2023-04-22,,,
Grab2Win,Goose447,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Zamu,3-1,Out_of_the_Blue/1,2023-04-22,Falco,Fox,
Zamu,Ginger,3-2,Out_of_the_Blue/1,2023-04-22,Fox,Falco,
Zamu,Shabo,3-0,Out_of_the_Blue/1,2023-04-22,Fox,Fox,
Shabo,Ben,3-2,Out_of_the_Blue/1,2023-04-22,Fox,Sheik,
Ginger,Zamu,3-2,Out_of_the_Blue/1,2023-04-22,Falco,Fox,
Ben,Slowking,3-0,Out_of_the_Blue/1,2023-04-22,Sheik,Falco,
Shabo,Smashdaddy,3-1,Out_of_the_Blue/1,2023-04-22,Fox,Fox,
Slowking,Azzu,3-1,Out_of_the_Blue/1,2023-04-22,,,
Shabo,Mekk,3-2,Out_of_the_Blue/1,2023-04-22,,,
Azzu,Preeminent,3-1,Out_of_the_Blue/1,2023-04-22,,,
Slowking,DannyPhantom,3-0,Out_of_the_Blue/1,2023-04-22,,,
Shabo,Essy,3-0,Out_of_the_Blue/1,2023-04-22,Fox,"Sheik,Fox",
Azzu,Lovestory4a,3-0,Out_of_the_Blue/1,2023-04-22,,,
Q?,GI0GOAT,3-1,Out_of_the_Blue/1,2023-04-22,,,
Ellis,LanTurN,2-0,Out_of_the_Blue/1,2023-04-22,,,
Essy,JustJoe,3-1,Out_of_the_Blue/1,2023-04-22,Fox,Falco,
Lovestory4a,Vorporal,3-2,Out_of_the_Blue/1,2023-04-22,,,
Azzu,Knubs.,3-0,Out_of_the_Blue/1,2023-04-22,,,
Lexor,Pleeba,3-2,Out_of_the_Blue/1,2023-04-22,,,
DannyPhantom,FoxCap,2-1,Out_of_the_Blue/1,2023-04-22,,,
GI0GOAT,Ferrety,3-1,Out_of_the_Blue/1,2023-04-22,,,
Q?,Ellis,3-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Grab2Win,3-0,Out_of_the_Blue/1,2023-04-22,,,
Essy,Siddward,3-0,Out_of_the_Blue/1,2023-04-22,,,
Lovestory4a,JSP,2-1,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,SlickSiwik,2-1,Out_of_the_Blue/1,2023-04-22,,,
Lexor,Sp1nda,2-0,Out_of_the_Blue/1,2023-04-22,,,
DannyPhantom,Kumi,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ferrety,Killablue,2-1,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Ben,3-0,Out_of_the_Blue/1,2023-04-22,Fox,Sheik,
Ben,Mekk,3-2,Out_of_the_Blue/1,2023-04-22,Sheik,Ganondorf,
GI0GOAT,Vorporal,2-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,SoulOfficer,2-0,Out_of_the_Blue/1,2023-04-22,,,
SoulOfficer,McChicky,2-0,Out_of_the_Blue/1,2023-04-22,,,
Seal,Macdaddy69,2-1,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Dydx,2-0,Out_of_the_Blue/1,2023-04-22,,,
SoulOfficer,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
Kibby,Karma,2-0,Out_of_the_Blue/1,2023-04-22,,,
Macdaddy69,McChicky,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kibby,Dydx,2-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Shabo,3-2,Out_of_the_Blue/1,2023-04-22,Fox,Fox,
Macdaddy69,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
Seal,Karma,2-0,Out_of_the_Blue/1,2023-04-22,,,
Seal,Dydx,2-0,Out_of_the_Blue/1,2023-04-22,,,
Karma,McChicky,2-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Kibby,2-0,Out_of_the_Blue/1,2023-04-22,,,
Macdaddy69,SoulOfficer,2-0,Out_of_the_Blue/1,2023-04-22,,,
Karma,Dydx,2-1,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
Macdaddy69,Kibby,2-0,Out_of_the_Blue/1,2023-04-22,,,
Seal,SoulOfficer,2-1,Out_of_the_Blue/1,2023-04-22,,,
McChicky,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Karma,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kibby,SoulOfficer,2-0,Out_of_the_Blue/1,2023-04-22,,,
Macdaddy69,Dydx,2-0,Out_of_the_Blue/1,2023-04-22,,,
Seal,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,McChicky,2-0,Out_of_the_Blue/1,2023-04-22,,,
SoulOfficer,Dydx,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kibby,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
Macdaddy69,Karma,2-0,Out_of_the_Blue/1,2023-04-22,,,
Seal,McChicky,2-0,Out_of_the_Blue/1,2023-04-22,,,
Marcato,Nerdy,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kirbo,S0UTHV13W,2-0,Out_of_the_Blue/1,2023-04-22,,,
Phoenix (Melee player),Opus,2-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Macdaddy69,2-0,Out_of_the_Blue/1,2023-04-22,,,
Seal,Kibby,2-0,Out_of_the_Blue/1,2023-04-22,,,
Dydx,McChicky,2-0,Out_of_the_Blue/1,2023-04-22,,,
Azzu,McDunzo,2-0,Out_of_the_Blue/1,2023-04-22,,,
Smashdaddy,Preeminent,3-1,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Slowking,3-1,Out_of_the_Blue/1,2023-04-22,,,
Ben,FoxCap,2-0,Out_of_the_Blue/1,2023-04-22,,,
Mekk,Pleeba,2-0,Out_of_the_Blue/1,2023-04-22,Ganondorf,Sheik,
Shabo,Azzu,2-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Vorporal,2-1,Out_of_the_Blue/1,2023-04-22,,,
Preeminent,Essy,2-0,Out_of_the_Blue/1,2023-04-22,,,
Smashdaddy,JustJoe,2-0,Out_of_the_Blue/1,2023-04-22,,,
Slowking,Q?,2-1,Out_of_the_Blue/1,2023-04-22,,,
Ginger,GI0GOAT,2-0,Out_of_the_Blue/1,2023-04-22,Falco,Fox,
FoxCap,Rocks,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Siddward,2-0,Out_of_the_Blue/1,2023-04-22,,,
Pleeba,Grab2Win,2-0,Out_of_the_Blue/1,2023-04-22,,,
Mekk,Olivia :3,2-0,Out_of_the_Blue/1,2023-04-22,,,
Shabo,Ellis,2-0,Out_of_the_Blue/1,2023-04-22,,,
Karma,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
Vorporal,Killablue,2-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Larfen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Preeminent,DannyPhantom,2-1,Out_of_the_Blue/1,2023-04-22,,,
Essy,Kumi,2-0,Out_of_the_Blue/1,2023-04-22,,,
JustJoe,Unsure,2-0,Out_of_the_Blue/1,2023-04-22,,,
Smashdaddy,Sp1nda,2-0,Out_of_the_Blue/1,2023-04-22,Fox,Fox,
Q?,SlickSiwik,2-0,Out_of_the_Blue/1,2023-04-22,,,
Slowking,Wormynugget,2-1,Out_of_the_Blue/1,2023-04-22,,,
GI0GOAT,JSP,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Seal,2-0,Out_of_the_Blue/1,2023-04-22,,,
Dydx,Ethi0pium,0-0,Out_of_the_Blue/1,2023-04-22,,,
SoulOfficer,Karma,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kibby,McChicky,2-0,Out_of_the_Blue/1,2023-04-22,,,
Zamu,Seal,2-0,Out_of_the_Blue/1,2023-04-22,,,
Knubs.,Arpeggi,2-0,Out_of_the_Blue/1,2023-04-22,,,
Mekk,The Big Hurt,2-0,Out_of_the_Blue/1,2023-04-22,,,
Rayboyp,Hatsun Mike,2-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Kiracite,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kiracite,TD Bolt,2-1,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Nox,Taza,2-1,Out_of_the_Blue/1,2023-04-22,,,
Essy,Saffron,2-0,Out_of_the_Blue/1,2023-04-22,,,
TD Bolt,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Caraphernelia,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Taza,Kiracite,2-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Nox,2-0,Out_of_the_Blue/1,2023-04-22,,,
Influenza,Snek,2-1,Out_of_the_Blue/1,2023-04-22,,,
Saffron,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Taza,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Nox,Caraphernelia,2-0,Out_of_the_Blue/1,2023-04-22,,,
Taza,TD Bolt,2-0,Out_of_the_Blue/1,2023-04-22,,,
Saffron,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Nox,Saffron,2-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Kiracite,Caraphernelia,2-0,Out_of_the_Blue/1,2023-04-22,,,
Essy,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Essy,Taza,2-0,Out_of_the_Blue/1,2023-04-22,,,
Nox,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,TD Bolt,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kiracite,Saffron,2-0,Out_of_the_Blue/1,2023-04-22,,,
Caraphernelia,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Essy,Nox,2-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Taza,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kiracite,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Saffron,Caraphernelia,2-1,Out_of_the_Blue/1,2023-04-22,,,
Essy,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Taza,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Nox,TD Bolt,2-0,Out_of_the_Blue/1,2023-04-22,,,
Vandal,Kymera,2-1,Out_of_the_Blue/1,2023-04-22,,,
Smashdaddy,Underscore,2-0,Out_of_the_Blue/1,2023-04-22,,,
Smashdaddy,Stump,2-0,Out_of_the_Blue/1,2023-04-22,,,
Olivia :3,Underscore,2-0,Out_of_the_Blue/1,2023-04-22,,,
Director Mellow,Frost,0-0,Out_of_the_Blue/1,2023-04-22,,,
Dr. Hunk,Kymera,2-0,Out_of_the_Blue/1,2023-04-22,,,
Landlord,Vandal,2-1,Out_of_the_Blue/1,2023-04-22,,,
Smashdaddy,Olivia :3,2-0,Out_of_the_Blue/1,2023-04-22,,,
Stump,Frost,0-0,Out_of_the_Blue/1,2023-04-22,,,
Underscore,Kymera,2-0,Out_of_the_Blue/1,2023-04-22,,,
Director Mellow,Vandal,2-1,Out_of_the_Blue/1,2023-04-22,,,
Dr. Hunk,Landlord,2-0,Out_of_the_Blue/1,2023-04-22,,,
Smashdaddy,Frost,0-0,Out_of_the_Blue/1,2023-04-22,,,
Olivia :3,Kymera,2-0,Out_of_the_Blue/1,2023-04-22,,,
Stump,Vandal,2-0,Out_of_the_Blue/1,2023-04-22,,,
Underscore,Landlord,2-0,Out_of_the_Blue/1,2023-04-22,,,
Director Mellow,Dr. Hunk,2-1,Out_of_the_Blue/1,2023-04-22,,,
Essy,Kiracite,2-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Caraphernelia,2-0,Out_of_the_Blue/1,2023-04-22,,,
Nox,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Taza,Saffron,2-0,Out_of_the_Blue/1,2023-04-22,,,
TD Bolt,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
Essy,Caraphernelia,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kiracite,Sahara,0-0,Out_of_the_Blue/1,2023-04-22,,,
Siddward,Saffron,2-0,Out_of_the_Blue/1,2023-04-22,,,
TD Bolt,Caraphernelia,2-0,Out_of_the_Blue/1,2023-04-22,,,
Essy,Siddward,2-0,Out_of_the_Blue/1,2023-04-22,,,
Wormynugget,Eeeli,2-0,Out_of_the_Blue/1,2023-04-22,,,
Liim,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Thunders,Branwen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Nato,2-0,Out_of_the_Blue/1,2023-04-22,,,
Tranimal,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Parzival,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Mrs. Puff,2-0,Out_of_the_Blue/1,2023-04-22,,,
Parzival,Thunders,2-1,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Liim,2-0,Out_of_the_Blue/1,2023-04-22,,,
Branwen,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Nato,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Thunders,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Mrs. Puff,2-0,Out_of_the_Blue/1,2023-04-22,,,
Parzival,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Branwen,Nato,2-0,Out_of_the_Blue/1,2023-04-22,,,
Nox,Kiracite,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Kumi,2-0,Out_of_the_Blue/1,2023-04-22,,,
Thunders,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Mrs. Puff,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Parzival,Nato,2-0,Out_of_the_Blue/1,2023-04-22,,,
Liim,Branwen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Shabo,Gamer,2-0,Out_of_the_Blue/1,2023-04-22,,,
Lexor,Gengar,2-0,Out_of_the_Blue/1,2023-04-22,,,
Wormynugget,Skynative,0-0,Out_of_the_Blue/1,2023-04-22,,,
Fire,Narra,0-0,Out_of_the_Blue/1,2023-04-22,,,
Eeeli,Beagle,0-0,Out_of_the_Blue/1,2023-04-22,,,
Shabo,Gengar,2-0,Out_of_the_Blue/1,2023-04-22,,,
Gamer,Skynative,0-0,Out_of_the_Blue/1,2023-04-22,,,
Liim,Mrs. Puff,2-1,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Thunders,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Mrs. Puff,Nato,2-0,Out_of_the_Blue/1,2023-04-22,,,
Taza,Caraphernelia,2-0,Out_of_the_Blue/1,2023-04-22,,,
Sahara,Parhelia,0-0,Out_of_the_Blue/1,2023-04-22,,,
TD Bolt,Saffron,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Thunders,Nato,2-0,Out_of_the_Blue/1,2023-04-22,,,
Mrs. Puff,Branwen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Parzival,Liim,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Nato,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Branwen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Thunders,Liim,2-0,Out_of_the_Blue/1,2023-04-22,,,
Mrs. Puff,Parzival,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Nato,2-0,Out_of_the_Blue/1,2023-04-22,,,
Branwen,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Liim,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Parzival,2-0,Out_of_the_Blue/1,2023-04-22,,,
Mrs. Puff,Thunders,2-1,Out_of_the_Blue/1,2023-04-22,,,
Ben,Branwen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Liim,Nato,2-0,Out_of_the_Blue/1,2023-04-22,,,
Parzival,Nept,0-0,Out_of_the_Blue/1,2023-04-22,,,
Mrs. Puff,Tranimal,0-0,Out_of_the_Blue/1,2023-04-22,,,
Kumi,Thunders,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ben,Liim,2-0,Out_of_the_Blue/1,2023-04-22,,,
Parzival,Branwen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Landlord,Frost,0-0,Out_of_the_Blue/1,2023-04-22,,,
Olivia :3,Dr. Hunk,2-0,Out_of_the_Blue/1,2023-04-22,,,
Stump,Director Mellow,2-0,Out_of_the_Blue/1,2023-04-22,,,
Forest,Jlev,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Ashley,0-0,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Surskim,2-0,Out_of_the_Blue/1,2023-04-22,,,
Forest,Ashley,0-0,Out_of_the_Blue/1,2023-04-22,,,
Larfen,AlCoda,0-0,Out_of_the_Blue/1,2023-04-22,,,
Artemis,Jlev,2-0,Out_of_the_Blue/1,2023-04-22,,,
BaconBBQ,NawG,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Forest,2-0,Out_of_the_Blue/1,2023-04-22,,,
Larfen,Surskim,2-1,Out_of_the_Blue/1,2023-04-22,,,
Jlev,Ashley,0-0,Out_of_the_Blue/1,2023-04-22,,,
BaconBBQ,AlCoda,0-0,Out_of_the_Blue/1,2023-04-22,,,
Artemis,NawG,2-0,Out_of_the_Blue/1,2023-04-22,,,
Ginger,Larfen,2-0,Out_of_the_Blue/1,2023-04-22,,,
Surskim,BaconBBQ,2-0,Out_of_the_Blue/1,2023-04-22,,,
Kymera,Frost,0-0,Out_of_the_Blue/1,2023-04-22,,,
NawG,Ashley,0-0,Out_of_the_Blue/1,2023-04-22,,,
Artemis,AlCoda,0-0,Out_of_the_Blue/1,2023-04-22,,,
Mekk,DisgustnJustin,2-0,Out_of_the_Blue/1,2023-04-22,,,
Sp1nda,Juicy,2-0,Out_of_the_Blue/1,2023-04-22,,,
Dragoid,Maplefields,2-0,Out_of_the_Blue/1,2023-04-22,,,
